,Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield,Earnings/Share,52 Week Low,52 Week High,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,COVID beta,SPY_beta,S&P500
436,BK,The Bank of New York Mellon Corp.,Financials,53.29,14.76,1.7347307,3.73,58.99,44.91,56083904906,0.0,3.3834257000000005,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BK,-0.0038263289566380426,1.1016962095259655,S&P500
36,AMT,American Tower Corp A,Real Estate,133.57,20.68,2.0,1.97,155.28,103.36,59213892640,3792383000.0,11.954137,9.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT,-0.0038263277598695206,1.016939120915474,S&P500
111,CINF,Cincinnati Financial,Financials,70.34,27.48,2.918904,3.55,81.98,68.24,11916533018,0.0,2.756679,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF,-0.0037652756481916954,1.2438430854487645,S&P500
17,ALK,Alaska Air Group Inc,Industrials,64.04,9.66,1.9928383,8.28,101.43,59.25,7903173734,1665000000.0,0.9801091999999999,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALK,-0.003643770347538094,1.4218215433206272,S&P500
198,FMC,FMC Corporation,Materials,80.87,32.48,0.785995,1.56,98.7,56.53,11273961835,557800000.0,6.008903500000001,5.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FMC,-0.0036094809290794184,1.1761982521288978,S&P500
303,MDT,Medtronic plc,Health Care,78.38,17.04,2.2618315,2.89,89.72,75.44,110107062300,9204000000.0,4.944542,2.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MDT,-0.003589994217966392,0.9626184909531172,S&P500
99,CTL,CenturyLink Inc,Telecommunication Services,16.2,8.35,12.661196,1.16,27.61,13.161,18237196861,5577000000.0,1.4795983999999998,1.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL,-0.0035226686402254105,1.046289303669648,S&P500
237,HPQ,HP Inc.,Information Technology,19.92,12.07,2.6270627999999996,1.49,24.1,15.39,34895294088,3700000000.0,0.8954903000000001,0.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HPQ,-0.003466003438362531,1.164653174014608,S&P500
223,HIG,Hartford Financial Svc.Gp.,Financials,53.34,14.34,1.7901897,2.27,59.2,46.35,19926305632,0.0,1.3939538,1.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HIG,-0.0034630604649506223,1.232087466764016,S&P500
331,NWS,News Corp. Class B,Consumer Discretionary,15.85,44.03,1.2269938999999999,-1.28,17.7,12.35,9496735699,679000000.0,1.5718216,0.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NWS,-0.0032047963059406363,1.0028309854889341,S&P500
173,EFX,Equifax Inc.,Industrials,114.0,19.03,1.3265306000000001,4.04,147.02,90.72,14121334618,1141200000.0,5.633805799999999,4.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EFX,-0.003159623880077383,0.8577357349539763,S&P500
206,GRMN,Garmin Ltd.,Consumer Discretionary,61.13,21.23,3.2339884999999997,2.69,64.96,48.5,11840331607,736798000.0,5.319881,3.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GRMN,-0.003100960822321107,0.8974718450004819,S&P500
400,ROST,Ross Stores,Consumer Discretionary,75.06,26.52,0.82061803,2.83,85.66,52.85,29803566306,2247009000.0,2.9734495,10.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ROST,-0.0030903662706156377,1.116026755532849,S&P500
441,TRV,The Travelers Companies Inc.,Financials,135.01,16.48,2.0261714,7.31,150.55,113.76,38903131815,0.0,1.33382,1.63,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TRV,-0.0029864074678875433,1.0685747657691789,S&P500
461,UAL,United Continental Holdings,Industrials,63.37,8.85,0.0,7.05,83.04,56.51,19363059152,5929000000.0,0.5020496,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UAL,-0.0029850004191367277,1.553758844563472,S&P500
318,MCO,Moody's Corp,Financials,152.14,26.55,1.1140649999999999,1.35,167.23,106.48,30189978000,1238000000.0,9.932974,73.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCO,-0.0029678806007262895,1.2625293212179152,S&P500
457,ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,209.09,32.07,0.0,6.52,314.86,187.96,13300000127,1002093000.0,3.3779112999999996,8.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ULTA,-0.0028379227702359684,1.2997776620484638,S&P500
351,PKG,Packaging Corporation of America,Materials,111.95,18.57,2.1514556000000002,7.07,131.1316,88.47,11051273948,1214900000.0,1.741522,5.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PKG,-0.002818124206272134,0.9085645517164046,S&P500
132,CCI,Crown Castle International Corp.,Real Estate,103.81,21.45,3.8620690000000004,1.02,114.97,86.93,44183023189,2292600000.0,10.125291,3.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI,-0.0028177378515077687,0.9459537622855501,S&P500
169,ETR,Entergy Corp.,Utilities,72.02,10.65,4.892126,-3.26,87.95,69.63,13116894887,880700000.0,1.5543115,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ETR,-0.0026691850948117337,1.0841347679349727,S&P500
354,PAYX,Paychex Inc.,Information Technology,61.86,27.49,3.0892801,2.26,73.1,54.2,23253666810,1414900000.0,7.248487,11.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PAYX,-0.002602194966189144,1.2129000330253015,S&P500
2,ABT,Abbott Laboratories,Health Care,56.27,22.51,1.9089824,0.26,64.6,42.28,102121042306,5744000000.0,3.7404803999999996,3.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT,-0.002372214723871919,0.8553422451744244,S&P500
416,SNA,Snap-On Inc.,Consumer Discretionary,156.72,15.81,1.968433,9.2,185.47,140.83,9499107736,982200000.0,3.5114812999999994,3.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNA,-0.002348781745213443,1.1021777105568704,S&P500
449,TSCO,Tractor Supply Company,Consumer Discretionary,65.94,19.57,1.6030874,3.3,82.68,49.87,8459271203,859519000.0,1.1642125,6.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TSCO,-0.0021639572658213946,0.6720139835351867,S&P500
365,PNW,Pinnacle West Capital,Utilities,74.34,16.06,3.698776,3.95,92.48,73.81,8397609889,1614399000.0,2.9931207000000004,1.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PNW,-0.0020108650655840093,1.0074473268232214,S&P500
73,BLK,BlackRock,Financials,509.38,22.49,2.1643557999999996,30.3,594.52,368.0,85907759858,5684000000.0,6.9158196,2.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK,-0.00185005677303454,1.1504430067207405,S&P500
477,V,Visa Inc.,Information Technology,113.86,32.72,0.70204765,2.8,126.88,84.88,270038723213,13086000000.0,14.433654,9.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=V,-0.0018418837533784888,1.1101113588609548,S&P500
211,GIS,General Mills,Consumer Staples,53.99,17.53,3.5864594,2.77,63.73,49.65,31098243069,3107600000.0,2.0389178,7.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GIS,-0.0017398360622333663,0.4333200976773901,S&P500
378,PEG,Public Serv. Enterprise Inc.,Utilities,46.73,16.11,3.60587,1.75,53.28,41.67,24138050331,3613000000.0,3.4491453,1.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PEG,-0.0015911640979352109,0.8774716960183652,S&P500
500,XYL,Xylem Inc.,Industrials,70.24,30.94,1.1700793999999999,1.83,76.81,46.86,12915021000,722000000.0,2.7262093999999997,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XYL,-0.0015528394995825735,1.0819671310377812,S&P500
473,VRSK,Verisk Analytics,Industrials,92.28,28.84,0.0,3.45,100.54,75.6,15594677147,1011200000.0,9.935474000000001,9.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=VRSK,-0.0015079104677364944,0.9555184302562757,S&P500
404,SBAC,SBA Communications,Real Estate,159.85,199.81,0.0,0.62,177.67,103.51,19572031314,1074240000.0,15.189207000000001,91.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SBAC,-0.0015030114373353284,0.8718991593674986,S&P500
42,APH,Amphenol Corp,Information Technology,84.44,25.9,0.8608971,2.05,93.62,67.26,26955335395,1671700000.0,3.85675,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH,-0.0014609973322396606,1.026182356040294,S&P500
153,DOV,Dover Corp.,Industrials,96.2,23.87,1.8815053,5.15,109.06,75.51,15566645713,1513291000.0,1.986176,3.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DOV,-0.001440242232707276,1.1619015170047349,S&P500
0,MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,138721055226,9048000000.0,4.3902707,11.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,-0.0014367784175169662,0.8406961625443802,S&P500
401,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,122.45,16.26,1.8674136000000001,7.53,135.65,93.4,27418147452,2876309000.0,3.1026611,2.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=RCL,-0.0013915956610487132,1.778352236166567,S&P500
322,NDAQ,"Nasdaq, Inc.",Financials,75.21,17.78,1.9671283,4.32,83.29,65.98,12844304115,1212000000.0,3.2591083,2.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NDAQ,-0.0013859218107946686,1.0288642076657868,S&P500
119,KO,Coca-Cola Company (The),Consumer Staples,43.1,22.8,3.3213644,1.49,48.615,40.22,189855335601,8589000000.0,6.822138000000001,8.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO,-0.001199416829058241,0.8081376303036064,S&P500
340,NOC,Northrop Grumman Corp.,Industrials,324.01,24.4,1.3030859,11.47,349.18,231.98,58782413951,3884000000.0,2.2095759999999998,7.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NOC,-0.0011901173389977802,0.8055198177940055,S&P500
188,FAST,Fastenal Co,Industrials,52.15,27.02,2.7798648,2.01,57.815,39.79,15311373377,1009600000.0,3.4729769999999998,7.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FAST,-0.0011765165884513257,0.9087556554070536,S&P500
103,CHTR,Charter Communications,Consumer Discretionary,348.65,162.92,0.0,34.08,408.83,308.3,86708878113,14694000000.0,2.1208633999999997,2.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR,-0.0009546343850366931,0.763049938300559,S&P500
339,NTRS,Northern Trust Corp.,Financials,96.2,19.96,1.6678249,4.92,108.91,83.17,22908130223,0.0,4.031728,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NTRS,-0.0009270297945173961,1.1803689351940208,S&P500
243,ITW,Illinois Tool Works,Industrials,156.15,23.62,1.9089574,4.86,179.07,126.52,55994378108,3924000000.0,3.9286149,10.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ITW,-0.0007323925570659076,1.0465470139310509,S&P500
10,AES,AES Corp,Utilities,10.06,9.96,4.961832,-1.72,12.05,10.0,6920851212,3001000000.0,0.65951383,2.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES,-0.0006535824688885981,1.1776940564984917,S&P500
357,PBCT,People's United Financial,Financials,18.56,18.02,3.59375,0.97,20.14,15.965,6527616000,0.0,3.9272704,1.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PBCT,-0.00048757850988621025,1.228563699060671,S&P500
350,PCAR,PACCAR Inc.,Industrials,66.98,15.72,1.455816,4.75,79.69,61.93,24152102921,3619200000.0,1.28693,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PCAR,-0.0004265765989386235,0.8431340073013505,S&P500
186,FFIV,F5 Networks,Information Technology,137.25,21.21,0.0,6.51,149.5,114.63,8744185796,629940000.0,4.1203604,6.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FFIV,-0.00016460199026139757,0.7444655209059728,S&P500
158,DRE,Duke Realty Corp,Real Estate,24.52,19.77,3.1533307999999995,0.88,30.14,24.73,9035293365,529483000.0,16.077257,1.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRE,-5.2348968509810614e-05,1.1344304589152336,S&P500
138,DHR,Danaher Corp.,Health Care,92.16,22.87,0.5879265,3.53,104.82,78.97,66351150000,4339800000.0,3.688278,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR,-4.099481359057324e-05,0.7640439561571614,S&P500
488,WU,Western Union Co,Information Technology,18.81,10.17,3.5915854,0.51,22.21,18.39,8951609207,694600000.0,2.22677,12.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WU,6.315524674316549e-05,0.8318770878988162,S&P500
411,SHW,Sherwin-Williams,Materials,387.65,26.75,0.8426688,18.61,435.15,302.0101,37730994828,2160668000.0,2.5276077,13.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SHW,9.1706665877836e-05,0.9884159028748594,S&P500
141,DE,Deere & Co.,Industrials,153.66,23.14,1.4866204,6.64,171.96,106.72,52186628646,4053300000.0,2.3746447999999996,5.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE,9.664664147547686e-05,1.0734535063354527,S&P500
493,WLTW,Willis Towers Watson,Financials,152.36,18.67,1.347058,3.07,165.0,120.869,20780269334,1440000000.0,3.4484663,2.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WLTW,0.00015933889095972117,0.8759167683930079,S&P500
238,HUM,Humana Inc.,Health Care,262.37,22.39,0.6040015000000001,4.06,293.35,189.01,36973617235,0.0,0.9256895,3.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HUM,0.0001642544674747643,1.0838880199963858,S&P500
231,HLT,Hilton Worldwide Holdings Inc,Consumer Discretionary,78.66,36.42,0.7315289,1.05,88.11,55.79,26242415796,2815000000.0,3.7628453,17.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HLT,0.0003785646019073803,0.8541874500286258,S&P500
446,TJX,TJX Companies Inc.,Consumer Discretionary,74.36,21.01,1.64042,3.46,81.46,66.44,48181450881,4600216000.0,1.9293598,10.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TJX,0.00041743209423523677,1.1100650677906723,S&P500
190,FDX,FedEx Corporation,Industrials,239.27,19.45,0.7963368000000001,11.07,274.66,182.89,67280478816,8062000000.0,1.0751684,3.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FDX,0.0007934566284133259,1.0858819984576233,S&P500
100,CERN,Cerner,Health Care,61.22,27.09,0.0,1.84,73.86,51.2617,21101697598,1523440000.0,5.5560412,4.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN,0.0007976719115372685,0.639915541417085,S&P500
57,AIZ,Assurant Inc,Financials,85.16,33.27,2.5313594,9.08,106.985,85.91,4653993594,0.0,0.9821866,1.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ,0.0009328985099824269,1.033827123096241,S&P500
215,GPN,Global Payments Inc.,Information Technology,100.59,27.86,0.037622273,1.58,113.26,76.47,16920023264,960345000.0,5.775833,4.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GPN,0.0009841409352427104,1.3921175946152373,S&P500
147,DISCA,Discovery Communications-A,Consumer Discretionary,22.87,11.0,0.0,1.96,30.25,15.99,8763756733,2100000000.0,1.8040880000000001,1.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DISCA,0.0009871167083228066,0.8886954912261293,S&P500
194,FISV,Fiserv Inc,Information Technology,133.05,27.32,0.0,4.14,144.2,106.2,26918949723,1911000000.0,6.518713,11.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FISV,0.0010091901522352746,1.171633877429014,S&P500
109,CI,CIGNA Corp.,Health Care,189.27,18.11,0.020466639,7.2,227.13,141.93,47680910480,0.0,1.550762,3.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI,0.001058337992789738,1.1758388365473074,S&P500
355,PYPL,PayPal,Information Technology,72.32,49.53,0.0,1.47,86.32,39.92,90708000000,2932000000.0,6.935696000000001,5.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PYPL,0.0010825507949443177,1.1710409055480426,S&P500
363,PM,Philip Morris International,Consumer Staples,100.39,22.36,4.328479,4.48,123.55,96.66,153580671803,11802000000.0,2.7574685000000003,1318.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PM,0.0011355560502218597,0.9059927098760061,S&P500
34,AXP,American Express Co,Financials,88.34,15.0,1.4955667,2.9,102.385,75.51,80410990000,0.0,2.273575,3.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP,0.0012004715043340687,1.462286465414208,S&P500
53,APTV,Aptiv Plc,Consumer Discretionary,89.27,69.74,0.9392678,5.05,96.91,82.97,24906530300,2370000000.0,1.5025798000000001,7.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APTV,0.0013056062916759498,1.4087815911398112,S&P500
139,DRI,Darden Restaurants,Consumer Discretionary,91.33,22.72,2.6503997000000004,3.81,100.11,71.7,11745595320,997600000.0,1.5278828000000002,5.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI,0.0013531746899852208,1.6045015633574633,S&P500
216,GS,Goldman Sachs Group,Financials,246.35,12.44,1.1668611999999998,8.61,273.79,209.62,96978500251,0.0,2.309415,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GS,0.0013612162920702854,1.2804276710319829,S&P500
277,LH,Laboratory Corp. of America Holding,Health Care,165.46,17.79,0.0,7.02,181.715,130.292,17271388000,1861200000.0,2.2459624,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LH,0.0014087679022756537,1.1824771574340522,S&P500
187,FB,"Facebook, Inc.",Information Technology,171.58,27.9,0.0,5.39,195.32,132.44,523423036576,23624000000.0,13.241967,7.08,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FB,0.0014556290277680155,0.9866029539340156,S&P500
439,HSY,The Hershey Company,Consumer Staples,97.65,20.51,2.6494346,3.66,116.49,98.851,20867272020,1404123000.0,2.8396711,25.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HSY,0.0014963929324440777,0.8103013815841826,S&P500
13,AFL,AFLAC Inc,Financials,83.25,12.24,2.4299066000000002,11.01,91.73,68.8,33422948000,0.0,1.5429343999999998,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL,0.0016672729595150486,1.2225157608918493,S&P500
21,ALGN,Align Technology,Health Care,220.71,56.59,0.0,2.84,287.32,92.61,18788041378,380326000.0,13.138819,16.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALGN,0.0016831583882636109,1.4078731326634546,S&P500
427,SNPS,Synopsys Inc.,Information Technology,82.62,67.72,0.0,0.87,94.8,64.75,12767067883,579844000.0,6.276264,3.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SNPS,0.0017035966500550783,1.0022884839269282,S&P500
347,OMC,Omnicom Group,Consumer Discretionary,75.91,15.27,3.1838683999999997,4.79,86.71,65.32,17377551986,2366000000.0,1.5327156000000002,6.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=OMC,0.001773164898074631,0.9928548860367777,S&P500
193,FE,FirstEnergy Corp,Utilities,30.64,11.18,4.673807,-14.49,35.22,27.93,13706075072,-5067000000.0,1.2994481000000002,2.19,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=FE,0.001799617170908583,1.0524348671055057,S&P500
87,CPB,Campbell Soup,Consumer Staples,44.83,14.84,3.125,2.89,64.23,43.5,13467193376,1683000000.0,2.3898203,7.91,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB,0.0018117760775266853,0.40156825225113985,S&P500
432,TEL,TE Connectivity Ltd.,Information Technology,95.27,19.72,1.6062645,4.71,108.23,71.93,34983666316,2797000000.0,2.5734365,3.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=TEL,0.001828845542070831,1.127070024106043,S&P500
463,UPS,United Parcel Service,Industrials,109.28,18.27,2.9666696,5.62,135.53,102.12,96436356833,7919000000.0,1.4744618,64.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UPS,0.0021269144750821595,0.781416879996181,S&P500
273,KHC,Kraft Heinz Co,Consumer Staples,71.58,20.11,3.3990483,2.81,97.77,72.05,89618309338,7832000000.0,4.678085299999999,1.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KHC,0.002154506258865259,0.9749446336120134,S&P500
261,JNJ,Johnson & Johnson,Health Care,126.36,17.31,2.5566885,0.39,148.32,113.15,353062464971,22430000000.0,4.6326222,4.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=JNJ,0.002195808669378473,0.6905550223952768,S&P500
385,DGX,Quest Diagnostics,Health Care,96.42,17.07,1.9884668999999997,5.5,112.965,90.1,13578300000,1453000000.0,1.7709883000000002,2.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DGX,0.0022719931803685057,0.8009374241995249,S&P500
71,BBY,Best Buy Co. Inc.,Consumer Discretionary,68.79,19.22,1.9085041,3.81,78.59,41.67,20831186176,2555000000.0,0.76715523,4.79,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY,0.0023032043139229745,1.1570443942795334,S&P500
121,CL,Colgate-Palmolive,Consumer Staples,68.95,24.02,2.2801766,2.28,77.91,66.26,61616643498,4064000000.0,4.000737,236.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL,0.0023099878156913694,0.6994223107841382,S&P500
483,WAT,Waters Corporation,Health Care,191.79,26.64,0.0,0.19,220.2,145.94,16064078572,773932000.0,6.9824114,6.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WAT,0.0023448517684944085,0.8755793459390667,S&P500
136,CVS,CVS Health,Consumer Staples,70.55,12.36,2.6899797999999997,4.91,84.0,66.45,75323141722,11704000000.0,0.549852,2.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS,0.0023672682215463573,0.7805525514428784,S&P500
438,COO,The Cooper Companies,Health Care,223.17,22.96,0.026033757,7.52,256.39,187.02,11297958140,615700000.0,6.8538464999999995,3.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COO,0.0024197398754250304,0.8918366848173505,S&P500
22,ALLE,Allegion,Industrials,77.32,21.07,0.8004001999999999,2.37,89.81,66.72,7599609494,531800000.0,4.265232,20.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE,0.002494049639971337,1.0826171924170547,S&P500
180,EXC,Exelon Corp.,Utilities,35.98,14.51,3.8174273999999997,1.23,42.67,33.3,34734816899,8548000000.0,1.3933871,1.26,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=EXC,0.002546239665763615,1.2269182283066664,S&P500
39,ABC,AmerisourceBergen Corp,Health Care,91.55,15.54,1.6132456,1.64,106.27,71.9,20587704101,991884000.0,0.17396984,9.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC,0.0025971937237106875,0.8878423928900293,S&P500
28,GOOG,Alphabet Inc Class C,Information Technology,1001.52,40.29,0.0,22.27,1186.89,803.1903,728535558140,32714000000.0,6.772653,4.67,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG,0.0026913649541678163,0.9401229782394279,S&P500
376,PLD,Prologis,Real Estate,58.33,20.76,2.931379,3.06,67.53,48.69,31953288000,2969194000.0,14.380373,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PLD,0.002750006546750386,1.1282224255361324,S&P500
27,GOOGL,Alphabet Inc Class A,Information Technology,1007.71,31.48,0.0,22.27,1198.0,824.3,733823966137,34217000000.0,6.801692,4.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL,0.002831401211770181,0.9479661012181179,S&P500
374,PG,Procter & Gamble,Consumer Staples,80.22,20.46,3.3704788999999997,5.6,94.67,80.1,206318943299,17249000000.0,3.1595004,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=PG,0.0029940294974010965,0.7215885630248722,S&P500
317,MNST,Monster Beverage,Consumer Staples,61.99,42.17,0.0,1.19,70.215,41.02,36403831015,1229478000.0,14.152586999999999,9.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MNST,0.003009341799971624,0.8978838974629176,S&P500
484,WEC,Wec Energy Group Inc,Utilities,59.5,19.57,3.6919480000000005,3.79,70.09,56.63,18890296993,2736500000.0,2.4834197000000002,2.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=WEC,0.0030359440975371438,0.8146041321699405,S&P500
207,IT,Gartner Inc,Information Technology,114.26,36.86,0.0,2.31,142.16,97.96,10828314389,234935000.0,4.894499,13.47,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IT,0.003096575609895901,0.990896847294303,S&P500
302,MCK,McKesson Corp.,Health Care,150.23,11.68,0.8898775999999999,22.74,178.86,133.82,31534840262,7232000000.0,0.15318617,2.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MCK,0.0031616805252892588,0.9426940675801259,S&P500
304,MRK,Merck & Co.,Health Care,54.73,13.75,3.4359339999999996,1.4,66.8,53.63,152241530340,8715000000.0,5.0893345000000005,4.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MRK,0.003181155356062412,0.7153658443771456,S&P500
240,HII,Huntington Ingalls Industries,Industrials,225.37,18.75,1.2264713,12.15,253.44,183.42,10628247899,1107000000.0,1.8924941000000002,6.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HII,0.0032868803998141994,0.8520683784395945,S&P500
466,UHS,"Universal Health Services, Inc.",Health Care,114.87,15.36,0.34153005,7.14,129.74,95.26,11116075286,1676204000.0,1.3158662,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=UHS,0.003351161857519851,1.3630221250487906,S&P500
241,IDXX,IDEXX Laboratories,Health Care,169.28,53.57,0.0,2.94,198.73,140.63,15422885020,478307000.0,7.97525,196.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=IDXX,0.003431716247592465,0.831549269424732,S&P500
332,NEE,NextEra Energy,Utilities,145.29,21.65,2.6537917,11.39,159.64,124.18,69661177770,9018000000.0,4.091698,2.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=NEE,0.003440942164727904,0.9691373650662377,S&P500
